,generated question,gold question
840,"how is mahāyāna supposed to have been transmitted?
It is difficult to know for sure from the sources. 
From another source there seems to be no doubt, that the term rāḥāma may be used to mean the doctrine taught as follows:
Aāte ārāmaṭāṭāḳeṁs (Rāḥāmaḳeḳeṁs), is the name of sūtras with special mentio",most of the early extant evidence for the origins of mhayana comes from what type of translations ?
841,"how is mahāyāna supposed to have been transmitted?
1. ""Mahāyāna was first received in the south during the 2nd century bce. Its first mention in English was by the chinese scholar G.A.W. Lübmeier who was one of the first to study allṭākalā and kamma teachings. (Rudolf Schulman). -lsb- note 41 -rsb- ",the mahayana teachings were first propagated into china by who ?
842," if this translation of Mahāyāyana is the earliest mahāyāna sūtras and are they not the earliest mahāyāna sūtras. If the earlier Sanskrit texts were written in a single text, do these texts not fall within the category of one another? The answer follows from the following:-dsb- a few lokakṣema texts",the earliest mahayana sutras included the very first versions of what series ?
843," if this translation of Mahāyāyana is the earliest mahāyāna sūtras and are they not the earliest mahāyāna sūtras. If the earlier Sanskrit texts were written in a single text, do these texts not fall within the category of one another? The answer follows from the following:-dsb- a few lokakṣema texts",texts concerning aksobhya buddha were probably composed in what century bce ?
844,"how is the history explained?
It seems to me that there is no needlessly to look for explanations from the sources. 
From another angle, as for the history of the Vedic sutras, many different historical lines are said to have developed, from the Upanishads, from the Upanishads literature, from the M",what four types of thought developed during the period of late mahayna buddhism ?
845,"how is the history explained?
It seems to me that there is no needlessly to look for explanations from the sources. 
From another angle, as for the history of the Vedic sutras, many different historical lines are said to have developed, from the Upanishads, from the Upanishads literature, from the M",what was the latest thought type ?
846,"how is the history explained?
It seems to me that there is no needlessly to look for explanations from the sources. 
From another angle, as for the history of the Vedic sutras, many different historical lines are said to have developed, from the Upanishads, from the Upanishads literature, from the M",in india the two main philosophical schools of the mahayana were madhyamaka and what else ?
847,"how is buddhism spread in the east to become india's most widely distributed buddhadist ideology and how does it change that?
To date, there have been no attempts to identify such issues that may affect the spread of buddhism from the south to east. However, one could easily envision that one would ",buddhism may have spread quickly because of what mauryan emperor ?
848,"how is the history of Buddhism in the south to become the history of the Indian sanskrit sanskrit and how does buddhism spread into china and afghanistan and gharb, the southern-central region of afghanistan, the arabic states of east afghanistan and the remote arabic states of central asia and west",the support of asoka and his descendants led to what being built more ?
849,"how is the history of Buddhism in the south to become the history of the Indian sanskrit sanskrit and how does buddhism spread into china and afghanistan and gharb, the southern-central region of afghanistan, the arabic states of east afghanistan and the remote arabic states of central asia and west",what does stupas mean in english ?
850,"how is this known? And why is it known?
According to the edicts of Shamaaritha, buddhist missionaries were sent to various countries west of india.
According to the edicts of Shamaaritha, buddhist missionaries were sent to various countries west of india.
It seems that the first missionaries were pr",emissaries were sent to various countries to what direct from india ?
851,"how is it known that at certain times, at some place, at certain events, the practice of buddhism continues to be practiced among the Indian Muslims?
According to aśoka,, the present-day practice may be termed aśokaṃbaktikājana, where one or more elders of the community call a disciple of a buddhist",scholars disagree on whether emissaries were accompanied by buddhist what ?
852,"how is this known? And why is it known?
According to the edicts of Shamaaritha, buddhist missionaries were sent to various countries west of india.
According to the edicts of Shamaaritha, buddhist missionaries were sent to various countries west of india.
It seems that the first missionaries were pr",what were the emissaries used for ?
853,"how is the history of gandhāra being explained?
1.1. To understand the history of gandhāra, we have to look at the relation between gandhāra and the world of modernity.
If one remembers from the Middle Ages, what one has to do with all of gandhāra is a very simple one:there is a period of continuous",the gradual spread of buddhism exposed it to a variety of influences including what civilization ?
854,"how is a greek king a gyō?
According to the statement of the Vedic scholar Thich N. Desai that the Gyaō is a word with the ghyō, the Vedic teacher of wisdom, said:
With the advent of Buddhism, two main areas of human development became extremely important -- religion and culture. The two areas affec",who was the greek king immortalized in buddhist canon ?
855,"how is the state divided? What state are its subdivisions?
1.1. To divide the state into different sub-categories - divided into different sub-parts.
.
1.1.1. Divisions into different sub-categories.
1.2. The state's political subdivisions.
2. The state's political subdivisions.
2.1. The province of",the theravada school spread south from india in what century bce ?
856,"how is the state divided? What state are its subdivisions?
1.1. To divide the state into different sub-categories - divided into different sub-parts.
.
1.1.1. Divisions into different sub-categories.
1.2. The state's political subdivisions.
2. The state's political subdivisions.
2.1. The province of",the dharmagupta schol spread in what century to kashmir ?
857," if this translation of the Surya Sutra is correct, what were the first known translations done by Westerners to buddhists that were more than 3000 years old when they translated the sanskrit Sanskrit texts in china? -rh- or even the earliest date they had found, from the 3rd century ca, they probab",when was the first documented translation efforts by foreign buddhist monks in china ?
858,"how is the question ""What is the meaning of karma in japan"" from ""how will japan be translated into buddhism for the japan sutras for a sutras that will be discussed in china?""
A very similar question is posed here:
A similar question is posed here:
It seems that the first point seems to have shifte",mahayana sutras spread to china during what century ?
859,"how is the question ""What is the meaning of karma in japan"" from ""how will japan be translated into buddhism for the japan sutras for a sutras that will be discussed in china?""
A very similar question is posed here:
A similar question is posed here:
It seems that the first point seems to have shifte",what two countries after china was the mahayana sutras spread ?
860,"how is the state of knowledge in the present state of knowledge being reached? i.e.,how should we deal with things other than that which we have learnt or that which has not.
It will be appreciated in that it may not take a very long period to get heretical notions about one kind of knowledge. i.e.,",when did buddhism apread from india to tibet ?
861,"how is buddhist shrines funded in thailand? As a rule from now on, it should be recognized as a monotheistic organisation. china and india should not be approached by any government that takes any of these two views. It should, however, be recognized as a monotheistic organisation with all its featu",china and india are now starting to fund what type of shrines in various asian countries ?
862,"how is a member of the buddha to become the enlightened state? How does the practice of buddhism evolve?
As for the definition of enlightened state, for a clear definition, we will have to draw some of these answers from a variety of sources, but here they suffice.
The first article describes the ba",what is the dharma ?
863,"how is a member of the buddha to become the enlightened state? How does the practice of buddhism evolve?
As for the definition of enlightened state, for a clear definition, we will have to draw some of these answers from a variety of sources, but here they suffice.
The first article describes the ba",what is the sangha ?
864,"how is buddhism distinguished from the other religions?
According to the Indian version, where buddhism represents an eclectic mix of elements, the word sutras, or monasticism, will be used in different ways. In English, the word theta is used in two different ways. Â
The term vai means ""to bring a ",west buddhism is often seen as exotic and what ?
865,"how is the state religion and the state state to be explained?
1. ""Modern forces are increasingly leading to new forms of buddhism that profoundly depart from traditional beliefs and practices.              The state-prophecies are no longer part of the normal practices of modern times, and thus are",new forms of buddhism are created because of what reason ?
866,"how is the history of buddhism linked to the buddhism of Baudan? If you look at how buddhists and modern scholars have dealt with this problem.
So the question is:how is the history of buddhism linked to the buddhism of Baudan? If you look at how buddhists and modern scholars have dealt with this pr",when did a number of modern movement in buddhism emerge ?
867,"how is the history of buddhism linked to the buddhism of Baudan? If you look at how buddhists and modern scholars have dealt with this problem.
So the question is:how is the history of buddhism linked to the buddhism of Baudan? If you look at how buddhists and modern scholars have dealt with this pr",what is the dalit buddhist movement sometimes called ?
868,"how is this'modern' organization supposed to produce, with regards to its goals and doctrines, a consensus from which to draw a definitive conclusion about what it believes and acts for.
So, the definition of a traditional 'guru' or a 'guru', as they prefer to use it in India, does not appear in thi",what buddhism emerged in the second half of the 20th century in japan ?
869,"how is this'modern' organization supposed to produce, with regards to its goals and doctrines, a consensus from which to draw a definitive conclusion about what it believes and acts for.
So, the definition of a traditional 'guru' or a 'guru', as they prefer to use it in India, does not appear in thi",what does soka gakkai mean in english ?
870," How is a lay buddhist movement linked to a lay buddhism from soka gakkai world? I'd ask you that question. One way or another, a lay gakkai world would need to be a place where lay buddhism, not lay buddhistism, could be accepted. Or else -- I suppose I should point out that there is no simple reas",what buddhist movement has linked more than 12 million people ?
871," How is a lay buddhist movement linked to a lay buddhism from soka gakkai world? I'd ask you that question. One way or another, a lay gakkai world would need to be a place where lay buddhism, not lay buddhistism, could be accepted. Or else -- I suppose I should point out that there is no simple reas",what is the largest buddhist movement in the world ?
872," How is the state maintained? What happens if the government fails to enforce its policy? How will it achieve its objectives?
The best that can be done is for the human body to remain within the framework of a social contract, i.e. the state, to remain within a human body, i.e. one that provides for",what religion is practiced by an estimated 488 to 535 million people ?
873,"how is the state of buddhism in thailand with regards to its distribution of adherents?


From the sources:

From the sources:1. China for buddhism: the state of buddhism of thailand

If the Chinese state is the largest buddhist nation, then buddhism is more than just an umbrella term. People from o",what country has the largest population of buddhists ?
874,"how is the state of buddhism in thailand with regards to its distribution of adherents?


From the sources:

From the sources:1. China for buddhism: the state of buddhism of thailand

If the Chinese state is the largest buddhist nation, then buddhism is more than just an umbrella term. People from o",how many buddhists are in china ?
875,"how is vajrayana different from any other form of knowledge? And from which sources?


What else are buddhists that have reached out to the world for help, and are trying to develop a social organisation of their own, and do their own research? How does this knowledge come from India?

Buddhists are",how may adherents does mahayana have ?
876,"how is vajrayana different from any other form of knowledge? And from which sources?


What else are buddhists that have reached out to the world for help, and are trying to develop a social organisation of their own, and do their own research? How does this knowledge come from India?

Buddhists are",how many adherents does thervada have ?
877,"how is the state functioning at present? 
Based on the above context, generate the question whose answer is in the following sentences:Seven million additional buddhists are found outside of asia. 
As many as five thousand monks from all sects from the country have entered Asian schools from October",how many buddists are outside of asia ?
878,"how is buddhism spread in the developed world?
According to the Indian version, where buddhism spread slowly. Its growth was slow because there were not enough people. Its development was very slow; it was not even a state. It was being created in a huge effort. And one could only imagine that one w",how many buddhists were there in 1910 ?
879,"how is buddhism spread in the developed world?
According to the Indian version, where buddhism spread slowly. Its growth was slow because there were not enough people. Its development was very slow; it was not even a state. It was being created in a huge effort. And one could only imagine that one w",how many buddhists are there in 2010 ?
880,"how is buddhism spread in the developed world?
According to the Indian version, where buddhism spread slowly. Its growth was slow because there were not enough people. Its development was very slow; it was not even a state. It was being created in a huge effort. And one could only imagine that one w",how many buddhists are in asia ?
881," if this translation of the S.I. has been successful, can there be anything interesting here? In that case I'd ask you that question. One way or another... One, if you read the Sanskrit sources in any of these ways, you should understand the context. But one can use one of these strategies to study ",what does hinayana mean in english ?
882," if this translation of the S.I. has been successful, can there be anything interesting here? In that case I'd ask you that question. One way or another... One, if you read the Sanskrit sources in any of these ways, you should understand the context. But one can use one of these strategies to study ",what is used by mahayana followers to name the early schools ?
883,"how is one to know what is the point of being an adherent of one of these traditions? If one has an idea of what to offer, what is its centrality for one, and what is its main focus in any of these traditions? How do one understand the difference between these two main areas of study based on one's ",each tradition has its own core what ?
884,"how is one's experience different from any other traditions? As a result of this, it might be said that one buddhist practice has more than its fair share of different traditions.
It will be appreciated in this chapter that although one tradition or another, however, has their root problems from a h",there are common concepts to both major buddhist branches according to what organization ?
885," if this translation of the S. Sāndhaṇḍapāṇa scripture from the early buddhist text is correct, what is the current position, and what is the current interpretation of that scripture? 
A very similar question is posed here: what is one way to interpret the current position, and one interpretation of",what is the oldest surviving buddhist school ?
886,"how is the sun reborn? What happens if the sun dies?
1.1. To take the world and life again is to restore balance to nature and nature's capacity.
So the term rāvada meant restoration to natural or human life. the sun is reborn again.
1.2. The sun isn't reborn. The universe is a non-living body. (Rn ",where does the name theravada come from ?
887," if this translation of the S. Sāndhaṇḍapāṇa scripture from the early buddhist text is correct, what is the problem?
So, the problem is that many reformers try to modify the text from the original. they attempt to revise one or more words of the sage's commentary. the authors don't keep up with thei",sinhalese buddhist reformer portrayed what canon as the original version of scripture ?
888,"how is it known that it is the present day, during the middle of the 20th century?  This question is not directly applicable during the present sri-t.
So the question will depend upon many different historical conditions.
A common theory, however, is that the development from sri-t to tṭākalā is a s",where is there a growing presence of theravada ?
889," How is the rebirth self produced?
There is no question that the rebirth process of the meditator becomes the self-produced self that results from practice of practicing practice for a living.
It will depend upon many different factors.
It can be said that the cultivation of mindfulness can yield on",what type of buddhists believe that personal effort is required to realize rebirth ?
890,"how is a monk reborn?:
It's difficult to say how a young person can become a monk and obtain merit but a scholar should be able to teach and serve their lay communities.
The term rishis in Sanskrit is a derogatory term for the monk, he is a person who is seen as a ""child"" or ""devil"". Here they say ""","laypersons can perform good actions , producing what ?"
891,"how is the state of knowledge in the state of knowledge in india different from the state of knowledge in China? I'd ask you that question. One way or another, it works.
It will depend a lot on your level of understanding.
With the advent of social media and social media analytics, it becomes clear ",what was the most important mahayana centre of learning ?
892,"how is the state of knowledge established? 
Based on knowledge of the sutras, it should be recognized as a condition of realization for the practice of practicing buddhahood.
It should be appreciated in that it is not enough to do the teaching in one particular method. 
There are some other things t",mahayana schools recognize all or part of what ?
893,"how is the buddha himself supposed to produce, with regards to the sutras where it was said and how is it to be explained? One way is that when one learns through reading the Lotus Sutra- that of wisdom, or wisdom or compassion, or knowledge, or the knowledge one has, one becomes aware of his own qu",a few of the sutras for mahayanists became a manifestation of who ?
894,"how is the buddha himself supposed to produce, with regards to the sutras where it was said and how is it to be explained? One way is that when one learns through reading the Lotus Sutra- that of wisdom, or wisdom or compassion, or knowledge, or the knowledge one has, one becomes aware of his own qu",faith in and veneration of mahayana are stated in what sutras ?
895,"how is mahayana buddhism developed to become the core of the Indian buddhism? In japan, buddhists are already familiar with sutras, or monastic teachings, such as that of cholpa, or dharma. the buddhists are also very familiar with traditional Buddhism, i.e. all the precepts and practices of traditi",native mahayana buddhism is also called what ?
896,"how is mahayana practiced in tibet, the zen... i.e., in japan, korea, singapore, part of russia and most of the hegeman, the mahayana of these nations, in part being the land school of mahayana?and here it becomes clear that japan is the first point that is not emphasized in the discussion above: ja","the buddhism practiced in tibet , the himalayan regions and mongolia are often referred to as ?"
897," if this is what japan is supposed to look like during japan's days of pure land instruction, then why are buddhists and samjhs supposed to practice this form of buddhism, the pure land form of japan, in addition to the four major ones?
A similar question could be posed: why japan is supposed to exi",what is the most widely practised eastern buddhism ?
898," How is a vajrayana taught in yoga, with regards to its effectiveness versus its practice?  This question is posed to Vasant Khanna Maharashtru.
Vasant, like the other Maharashtru, believes that the best known vazana was found in one of India's most famous states -- Kajahalpur. His son, Vijayakampud",the royal courts sponsored both buddhism and what ?
899,"how is a teacher appointed for a job in yoga?
According to the saiva texts, a teacher from the royal courts will be appointed for a position as a teacher for a portion of the term, the entire term that the teacher possesses.
If the teaching is based on a teacher who has been nominated as a guardian ","mantras taught in the saiva , garuda , and vaisnava tantra will be effective if applied by who ?"
900,"how is a teacher appointed for a job in yoga?
According to the saiva texts, a teacher from the prasunapura, a chakra for practice, has the right to appoint a teacher for a teacher of a class of his or her own choosing.
A teacher who has a student at his or her disposal (for instance, a parent ) who ",what work is associated with guhyasamaja tradition ?
901,"how is a teacher supposed to be taught about certain traditions during his teaching? How can he know about them from the sources? 
From another angle, consider the following question. Suppose he are teaching a Sanskrit lesson in college, he reads from a text from the text that describes his characte",there is a great variety of what type of scripture ?
902,"how is one to know what is true about certain traditions? As a teacher from sanskrit and buddhist sources, will I be able to teach sanskrit for sure, or will the knowledge that some text is of a spiritual or spiritual nature being the result of my work? If one has to choose between one or the other,",some schools venerate certain texts as religious what ?
903," if this translation of japanese-yana means ""unlike"" i.e. just ""very different"" than other yannan texts, then why does it translate the word ""buddha"" in that context instead?
A common core, however, is something we use from various religious texts and all kinds of different traditions. Here is a com","unlike most religions , buddhism has no single central what ?"
904,how is the tibetan buddhists being able to apply the sutta practice in their world-centered spiritual understanding to that of the chines or sutta sutta sutta sutra? This may be said to be the question that is raised by two main interpretations of the sutta tibetan tibetan. The first is the traditio,tibetan buddhists have not even translated most of the what ?
905,"however, what else can be taught about yoga, buddhism, karas, jana, and other buddhist traditions?
However, if for no other reason than that, the present text is of a limited scope, or even the present one, then we can only begin to examine some of the vinaya pitaka with a few words of reference. Fi",some scholars say there is no universally accepted common what ?
906,"how is the buddhist canon any of these factors?
1.1. The buddhist canon any of these elements -or- is able to have no clear definition of them, except that in some of these elements, there is also the notion that they are found in one or more other aspects of all buddhist systems of thought and thou",what has been seen by some as a hinderance to understanding buddhist philosophy ?
907,"how is the'study texts'chosen?
Based on ` study texts from sri lanka, from the sources found in the text itself, there were several theories for choosing the text. First, the sources were'historical texts, from Sanskrit, from the scriptures that were brought to India from China and then from Hindu s","in sri lanka , what was determined to be the best unifying scripture ?"
908,"how is a document such as these supposed to be compiled during the early stages of sri sivana?  However, the best that could be done is for the s.n. sanskrit Sanskrit texts in question to be compiled from Sanskrit or from the other major Sanskrit scriptures found in the U.S. and Europe (a.k.a. Sansk",there have been attempts to create a single text with all the main ideas of what religion ?
909,"how is a document such as these supposed to be used during a study?and if the practice involved is restricted to using a monastic text like the dhammapada, could the subject matter be restricted to a text that was traditionally understood as a part of the text itself?
For instance one could consider",condensed study texts where created in what tradition ?
910,"how is a document such as a Bible composed to represent all zen? i.e., just what is the actual buddhist text composed to represent all zen when compared to a single scripture, the one in question, i.e., the one in question?
To begin, one has to examine carefully all documents produced by one. Here i",goddard collected mainly what type of buddhist scripture ?
911,"how is one to know what is the buddha tradition?
1.1. To know what is the buddha tradition that is the buddha's, or the buddha, the buddha, is not so simple as being the result of two separate traditions, one based on the buddha -- (for instance ) the buddha, and the other based on the buddha. So a ",dr. babasaheb ambedkar attempted to create a single combined document with all buddhist principles and called it ?
912,"how is the vinaya pitaka composed of vinaya, vinaya pitaka, and vinaya buddha that contain disciplinary rules for the buddhist monks and nuns?  The question is,how is the vinaya pitaka composed ofvinaya,vinaya pitaka, andvinaya buddha that contain disciplinary rules for the buddhist monks and nuns? ",what means `` three baskets '' ?
913,"how is the vinaya pitaka composed of vinaya, vinaya pitaka, and vinaya buddha that contain disciplinary rules for the buddhist monks and nuns?  The question is,how is the vinaya pitaka composed ofvinaya,vinaya pitaka, andvinaya buddha that contain disciplinary rules for the buddhist monks and nuns? ",what does the `` three baskets '' refer to ?
914,"how is the vinaya pitaka composed of vinaya, vinaya pitaka, and vinaya buddha that contain disciplinary rules for the buddhist monks and nuns?  The question is,how is the vinaya pitaka composed ofvinaya,vinaya pitaka, andvinaya buddha that contain disciplinary rules for the buddhist monks and nuns? ",what contains disciplinary rules for buddhist monks and nuns ?
915,"how is the vinaya pitaka composed of vinaya, vinaya pitaka, and vinaya buddha that contain disciplinary rules for the buddhist monks and nuns?  The question is,how is the vinaya pitaka composed ofvinaya,vinaya pitaka, andvinaya buddha that contain disciplinary rules for the buddhist monks and nuns? ",what contains discourses ascribed to gautama buddha ?
916,"how is the vinaya pitaka composed of vinaya, vinaya pitaka, and vinaya buddha that contain disciplinary rules for the buddhist monks and nuns?  The question is,how is the vinaya pitaka composed ofvinaya,vinaya pitaka, andvinaya buddha that contain disciplinary rules for the buddhist monks and nuns? ",what contains material ofen described as systematic expositions of the gautama buddha teachings ?
917,"how is the tipitaka preserved? 
Based on what we have from sanskrit texts and from the sources found in the text itself, there seems to be no doubt that he was the only thessarvāta having his own raritaka as well as two others from various schools based on his recensions... one from sanskrit and two",what is the only tipitaka to survive intact in its original language ?
918,"how is the history explained?
It seems to me that there is no reason why the historical figure should be described as buddhists for the main reason that the buddhists, through their very unique way of being, need a lot of translation or even the recognition that they are no longer one kind of buddhi",is is said that some early schools of buddhism had how many pitakas ?
919,"how is the history explained?
It seems to me that there is no need for this historical figure and that the history of the buddha's life is thus mentioned.
So, the question is:how is the history explained?
If the answer is that the historical character of one nation could be known, all other nations ",which monk presided after the death of the buddha ?
920,"how is the buddha's teaching to be recorded?
1. ""This practice is known as the practice of the bodhisattvas."" [1] In other words he was the only way to know that his teaching was correct.
2. ""How can we know what one has told me?"" [2] Why? how can we know what he has told us?
3. ""The buddha's teachi",what was the goal of the council ?
921,"how is upāli? What is it to become the enlightened? And from his position as a buddhist I cannot ask:do you have a problem with that...?
So the question will depend upon many different elements. In my view, the answer is that Upāli is one of those elements that are all necessary...for the enlightene",the vinaya was recited by ?
922,"how is the history explained? What is the historical context? As a rule from the time where the buddhist practice began to change that which we call sutras, or the gautama buddha's past lives, from the time when the buddha was born, from the time when buddha vinaya's life and body began to change, f",who was the buddha 's personal attendant ?
923,"how is the history explained? What is the historical context? As a rule from the time where the buddhist practice began to change that which we call sutras, or the gautama buddha's past lives, from the time when the buddha was born, from the time when buddha vinaya's life and body began to change, f",ananda was called upon to recite what ?
924,"how is the history of Buddhism different from any historical period during which ancient religious teachings have been transmitted widely and from which these texts will be found?
To date, there have been no extant sources that will indicate that many ancient beliefs may not have been part of the or",much of the material in the canon is not specifically what ?
925," if this translation of thethe books of the theravadins is not from the time where the texts were copied but after the translation that was done, what is it for?
So the answer will depend upon many different assumptions. In summary, the theravin texts which are found in one translation are based on ",who may have added texts to the canon for some time ?
926,"how is the mahayana buddha to be explained as a ""form of buddha"" from the Buddhist buddha that was created through sutras for different types of people, different levels of social development, different spiritual capacities, or even the actual cultivation of different species of buddha at different ",what are considered the original teachings of the buddha ?
927,"how is the mahayana buddha to be explained as a ""form of buddha"" from the Buddhist buddha that was created through sutras for different types of people, different levels of social development, different spiritual capacities, or even the actual cultivation of different species of buddha at different ",what is a very broad genre of buddhist scripture ?
928,"how is the mahayana buddha to be explained as a ""form of buddha"" from the Buddhist buddha that was created through sutras for different types of people, different levels of social development, different spiritual capacities, or even the actual cultivation of different species of buddha at different ",what teaching was criticized by nagarjuna ?
929,"how is the buddha's'nirām? How is his's suttas and wisdom expressed in terms that are more nuanced than the mahayana sutras?  The mahayana sutras, however, provide the answer that they are no more'enlightened'at all than all other mahāyāna texts.
From there the discussion shifts to... What other dha",what sutras are reserved for those who follow the bodhisattva path ?
930,"how is the'mind' in the present state being explained?
1. ""This will take us from the present to the bodhisattva path, for it is precisely the mental aspect that will develop from our mind-sets.
2. ""This is the mental aspect we will experience in the bodhisattva path...for we will begin a process of",what does mahayana mean ?
931,"how is the buddha's'nirām? How is his's suttas and wisdom expressed in terms that are more nuanced than the mahayana sutras?  The mahayana sutras, however, provide the answer that they are no more'enlightened'at all than all other mahāyāna texts.
From there the discussion shifts to... What other dha",what path is described as being built upon the motivation to liberate all living beings ?
932,"how is the state of knowledge in the present state being explained?
According to sutta suttas, the buddhi that transmutes the sutta suttas through the consciousness, the present-time state is understood as a part of the present state, i.e. it follows from the current states (of one sutra ). So it fo",what sutras were transmitted in secret ?
933,"how is the state of knowledge in the present state being explained?
According to sutta suttas, the buddhi that transmutes the sutta suttas through the consciousness, the present-time state is understood as a part of the present state, i.e. it follows from the current states (of one sutra ). So it fo",what sutras could have been preserved in non-human worlds ?
934,"how is the state of knowledge in the present state being explained?
According to sutta suttas, the buddhi that transmutes the sutta suttas through the consciousness, the present-time state is understood as a part of the present state, i.e. it follows from the current states (of one sutra ). So it fo",what tradition says that sutras might have come from other buddhas or bodhisattvas ?
935,"how is the state of Sino-India to be explained?
1. Sino-India must be understood as a monotheistic religion. One sutras for one sutras, each of which is based on a single sutras being the culmination of two individual sutras.  The monotheistic religion must have two sutras. The monotheistic religion",how many mahayana sutras have survivied in sanskrit or in chinese or tibetan translations ?
936,"how is the question ""the question of east asian buddhism"" from ""an historical figure"" from ""in a monotheistic religion""? One way is that when one considers the sources, such as sources in chinese, we can find that the answer is that they are found in one language (Japanese). In addition, we can find",what buddhism recognizes sutras of chinese origin ?
937," if this question must be repeated many times, why is the meaning of the statement ""as opposed to"" defined as ""as opposed to that which is"" expressed with the word ""as opposed to that which is"" in different terms? In English, when the word is ""as opposed to,"" one has to have two meanings : (a) ""that",when did mahayana sutras start to influence the behavior of mainstream buddhists in india ?
938,"how is it that Mahayana sutras, with regards to the mahayan practice of chanting from the 1st to the 5th centuries bce, are mentioned in the gautama buddha text, even though Mahayana sutras seem to have been found in the 4th to 6th century gautama buddha texts?
From the above discussion there's one ",what was the pejorative label for those that rejected mahayana sutras ?
939,"how is the theravada considered to be historical?
According to the statement of the Hainan scholar, I.A. Virojara sutta, no theravada scripture, the mahayana of modern Mahayana Tradition, the mahayana of the Mahārātas, or other mahārātas, is still in existence ( sutta v. 2).
The Hainan scholar refer",what school does not include the mahayava scriptures in its canon ?
940," if this translation of the hinayana is being used as a guide from sri lanka and from the contemporary buddhists that have always believed sri lanka has not been a hindrance to the original hinayana, why do the theravada teachers prefer the use of it instead of the current version? Why is the curren",the modern theravada school stablished itself in what country ?
941," if this translation of the hinayana is being used as a guide from sri lanka and from the contemporary buddhists that have always believed sri lanka has not been a hindrance to the original hinayana, why do the theravada teachers prefer the use of it instead of the current version? Why is the curren",what mahayana related label is considered derogatory ?
942,"how is the Mahāyāna so often used during the Mahāyāan practice?  This question is posed to provide another avenue of inquiry for scholars when making the definition of the term; a question that is now not well-defined by the present day, but which is one that could be explored and applied in more de",the mahayana occasionally referred to early buddhism as what ?
943,"how is the history of Buddhism different from any historical period during which Mahāyāan practice appears on the earth today? 
From another angle, consider the following:The Buddha said:It will be given in His birth a new name, or rather, he will name his name at one age and at another, and his las",what term was more politically correct term for the word hinayana ?
944,"how is a 'buddhist' to become an adherent of the Buddhist practice of Buddhaship (Buddhist practice of Buddhop) or of any other monastic system, such as a traditional 'Pagan system'? How do the 'Buddha's' knowledge from the past have come into being -- and by how long?
The answer is in the following",what provides chances for comparative study with a large range of subjects ?
945,"how is a 'buddhist' to become an adherent of the Buddhist practice of Buddhaship (Buddhist practice of Buddhop) or of any other monastic system that does not belong in any of these system or traditions or even the Buddha lineage itself, given that it seeks to become all-devotional and non-violent an",buddhism 's emphasis on the middle way provides a guideline for what ?
946,"how is the 'Buddhism of Bhasana' of the Baturan order related to the Baturanian order of Buddhism?
How does the 'Buddhi/Krama Order' of 'Pada' of the 'Urim and Veda' of Zen 'and its followers come into being?' Why is the 'Buddhism of Bodhisattvas of the Sun of Wisdom not necessarily a result of the ",buddism has what kind of parallels withother systems of thought ?
947,"how is the 'Buddhism of Bhasana' of the Baturan order related to the Baturanian order of Buddhism?
How does the 'Buddhi/Krama Order' of 'Pada' of the 'Urim and Veda' of Zen 'and its followers come into being?' Why is the 'Buddhism of Bodhisattvas of the Sun of Wisdom not necessarily a result of the ",buddhism had similiar tenets to what other common religion ?
948,"how is dependent origination distinguished from similar systems of thought with regards to religious beliefs? The answer lies in the following observation. 
From another study of Buddhism, it was discovered that the concept of origination is not based on a system of thought or on the principles that",buddhist concept of dependent origination has been compared to what modern thought ?
949," if this question is not at all similar to the above question, whether or not buddhism should be defined as a religion is dependent on another question. So for example when a Muslim says: ""Why are some people different"" he may or may not understand the question as follows:
A person who follows Islam",what school of thought is questioned on whether or not it is a religion ?
950," if this question is not at all similar to the above question, whether or not buddhism should be defined as a religion is dependent on another question. So for example when a Muslim says: ""Why are some people different"" he may or may not understand the question as follows:
A person who follows Islam",what is often referred to as a religion by many sources ?
951,"how is american idol produced by the show creator?
According to the show producer, American pop idol is an american singing competition series created by simon fuller and produced by 19 entertainment, and will be given in the following seasons:
in the first, second, third, fourth, fifth, and sixth s",who is the creator of american idol ?
952,"how is american idol produced by the show creator?
According to the show producer, American pop idol is an american singing competition series created by simon fuller and produced by 19 entertainment, and will be given in the following seasons:
in the first, second, third, fourth, fifth, and sixth s",what company produces american idol ?
953,"how is american idol? What is it about? what does it mean from an idol perspective? what is the idea of american idol? what is american idol for? the first part of the question is not that of a music or film or even the music itself, but what is one of us who loves and love our idols? how should we ",what year did american idol begin airing ?
954,"how is american idol? What is it about? what does it mean from an idol perspective? what is the idea of american idol? what is american idol for? the first part of the question is not that of a music or film or even the music itself, but what is one of us who loves and love our idols? how should we ",what british show is american idols format based on ?
955,"how is american idol? What is it about? what does it mean from an idol perspective? what is the idea of american idol? what is american idol for? the first part of the question is not that of a music or film or even the music itself, but what is one of us who loves and love our idols? how should we ",what television network does american idol air on ?
956,"how is american idol produced by the show creator?
According to the show producer, American pop idol is an american singing competition series created by simon fuller and produced by 19 entertainment, and will be given in the following seasons:
in the first, second, third, fourth, fifth, and sixth s",what company produces american idol ?
957,"how is american idol? What is it about? what does it mean from an idol perspective? what is the idea of american idol? what is american idol for? the first part of the question is not that of a music or film or even the music itself, but what is one of us who loves and love our idols? how should we ",what british series is american idols format based on ?
958,"how is american idol produced by the show creator?
According to the show producer, American pop idol is an american singing competition series created by simon fuller and produced by 19 entertainment, and will be given in the following seasons:
in the first, second, third, fourth, fifth, and sixth s",who created american idol ?
